,text,target,target_new
249,Hi we hear you on this Rest assured we will share your feedback with our teams in charge for a periodical review of our Singtel TV content,0.3,1
250,Thanks to @TPGTelecom for coming into Sg and putting the incumbents @Singtel @M1Singapore @StarHub ok their toes We are done with the predatory pricing ie unexpected data charges roaming fees 24m lockdown For years these telecoms have had too much power on consumers,-0.8,0
251,Data Roaming Plans Singapore  Starhub DataTravel vs Singtel ReadyRoam vs M1 DataPassport pictwittercomeFMI1r7kCy,0,1
252,I dont get what you mean ,-0.5,0
253,Omg singtel wifi,0.1,1
254,singtel sucks i miss my wifi,-0.6,0
255,Pakai infinity data jer Hahaa tak pening,0,1
256,ffs singtel wifi has been so shitty for the past few days or isit just mine,-0.9,0
257,Why cant they stream the womens world cup final on singtel instead of starhub haiz,-0.7,0
258,S C A M,-0.9,0
259,yeap,0.2,1
260,We definitely didnt mean to make you feel that way  May we ask to clarify if the appointment is still set for Tuesday,-0.3,0
261,@Singtel shameful that with all these channels and the high cost theres no way to watch the WomensWorldCup on Singtel TV,-0.9,0
262,Hey there my name is also Bel  Id like to help with that Are you able to share if this is on a wiredwireless connection and if only a specific device is affected or are several devices affected,0.9,1
263,no use telling me that now anyways Plus its alright Youve already lost a customer ,-0.5,0
264,Hey there oh dear we are so sorry about this The opening hours for weekdays are from 12pm  8pm while on weekends and PH are from 12pm  6pm Were sincerely sorry for the inconvenience caused on behalf ,-0.7,0
265,Whackass wifi connection im sick of switching to data every few mins  @Singtel,-0.9,0
266,Hey there are you able to share if this is on a wiredwireless connection and if only a specific device is affected or are several devices affected,0,1
267,Saw Gaga LIVE for the first time 8 years ago today at the Born This Way SingTel private show The memory is still fresh in my head  ,0.3,1
268,Ok im getting annoyed @Singtel Wifi Ive been trying for the past 3 min to reset my password but the next thing i know it says bad gateaway Then when i want to make payment also the connectivity so slow,-0.7,0
269,Hey there Have you tried reinstalling the My Singtel App,-0.4,0
270,seriously contemplating changing from singtel to circles bc my bills are always btwn 100 to 150 per month and its just bloody ridic,-0.8,0
271,lol sir well done to you and your company One of your guys told us that we can come and do a one to one exchange at nex and that it closes at 8pm now were here and they told us that replacements is only until 6pm today Great Bravo,0.7,1
272,Tak kira nk jugak menyibuk n mention sbb kita pun ada pohe N sorry lama sangat singtel sampai tak pandai nk pwujekpwujuk,-0.3,0
273,Oh dear That is odd indeed Can you try a sequential reboot If it doesnt work we may need to get our technical teams to assist you on this,-0.7,0
274,Hey there Able to drop me a DM with the registered subscribers full name account number and contact number so that we can check on this further if a sequential reboot does not work,-0.5,0
275,The 1688 IVR is bringing me in circles It is extremely frustrating that I cannot get to talk to a technical person The stupid bot on phone loops and eventually says it cannot detect my fiber and wants to send me instructions for replacement which I HAVE already done,-0.9,0
276,pictwittercomEVGbG5JxcT,0,1
277,pictwittercom31qGXMAvmy,0,1
278,Fiber and power attached Gpon light is not coming onpictwittercomMe08VNpAIe,-0.6,0
279,Have sent the equipment to nex for replacement However same problem Wasted half a day,-0.8,0
280,Hi there we regret to learn of this However I believe the slot allocated to you was the earliest available one as our field engineers are also working a tight schedule Do hang in there and we will also share your feedback with our teams in charge,0.2,1
281,Singtel beefs up ewallet with remittance service to Myanmar  Nikkei Asian Review ,0.4,1
282,My goodness @Singtel your service is horrible My wifi is down and you tell me the earliest your guys can come down to check is on tuesday ,-0.9,0
283,Hey @SamsungSG have shameNote 9 in SG both Singtel  Starhub lines is still having April update In India even Galaxy J4 gets July update @Singtel  @StarHub @StarHubCares    are you delaying the updates @SamMobiles @phonearena @Samsung  @UniverseIce @MMDDJpictwittercomPl0CPjrmBx,-0.3,0
284,Fucking singtel why do you care if I dont pay on time every month I still pay and dont owe you shit,-0.9,0
285,hahaha i masuk singapore ni sg mana ada line maxis ke umobile ke dia line singtel pictwittercomcZJzVz115u,-0.7,0
286,Can meet for Fellow Citizen so crowded @Singtel since you all have promo posters for KBS plastered all over MRT stations why not bring in the real man  ,-0.8,0
287,Ou ingatkan mocking me cus Im singtel ,-0.3,0
288,Hi Sorry to hear of your experience Have you tried a sequential reboot You can also do a Connectivity Test via My Singtel app after selecting your Fibre Broadband to determine the root cause and also guide you to troubleshoot Update us of the outcome here,-0.4,0
289,The GPON light on the Singtel provided ONT has no light Restarting it doesnt help No internet no phone no mio now Please assist,-0.9,0
290,@SingtelSupport The GPON LED is not lighted up on my Singtel ONT So no internet no mio no phone Please help,-0.6,0
291,Singtel names Ng Kuo Pin as next CEO for NCS@Singtel@SingtelSupport@,0,1
292,UNBOXED by Singtel  via @YouTube,0.1,1
293,Singtel names Ng Kuo Pin as next CEO for NCS@Singtel@SingtelSupport@SingtelNews@SingtelBusiness@singtelinnov8@ziaaskari@telecomdrive ,0,1
294,How do you survive with 6 oh man Im here overusing my 12gb gotta switch to circles instead of singtel man,-0.4,0
295,trustwave singtel ,0,1
296,singtelpictwittercomUZ5djQZxbx,0,1
297,Whatsapp is not in my store In SGP with working Singtel SIM inserted Sometimes FB is there and sometimes not Where else can I reach for help,0,1
298,The singtel buildingarchitecture architecturephotography blackandwhite blackandwhitephotography singapore artitechture huaweimate20pro huaweisg huawei huaweileica leica ,0,1
299,Download SMT595 June 2019 Security T595DXU3BSF4 Singapore singtel  SIN ,0,1
300,Hi noted that you are referring to your bill would you be able to share with us the Singtel services charged under the Bill,-0.3,0
301,singtel dash can only use to pay Bills,-0.3,0
302,Hi there this is definitely not how we want you to feel We really appreciate the time you have taken to share your feedback with us and will relay this to the respective teams for their attention and future reviews Thank you,0.8,1
303,Big telcos in Singapore should stop spending money on snazzy marketing campaigns and use the money to actually to improve their customer service and user experiences  singtel starhub m1,-0.2,0
304,Glad to hear that Do let us know if you require any further assistance with your Singtel services well be right here ,0.5,1
305,Starhubs NHK World Premium is in HD Actually it is YOUR choice Hope Singtel will take customers feedbacks more seriously Your reply is very disappointing,-0.8,0
306,Are you referring to Singtel Dash Also would you be able to share with us which services is reflected for the monthly recurring charges,-0.4,0
307,Joined SCS volunteers Official Pacers for SingtelSingapore Cancer Society Race Against Cancer 2019 for their training this morningTook the opportunity to share about SCS work in ,0.6,1
308,SingTel why you keep sending me SMS about my billsI ALREADY PAID ,-0.4,0
309,If it was the big boy  whos now owned by Singtel they literally write the standard and accept whatever they want itprintsmoney,0,1
310,Whats starting now on FOX InternationalAgentsofSHIELDNow on StarHub TV Ch505 and SingTel TV Ch330 ,0,1
311,work @ Singtel Tower in Singapore pictwittercomXWA5Q8gAIm,0.2,1
312,is it just me or is singtel wifi down,0,1
313,TbSelfiez UzLast day with our MA DinSingtel TelecommmRinduuu weyyy pictwittercomOHh4T05QAS,0,1
314,isit just me or singtel is just having its usual connection problem ,-0.4,0
315,Anyone having issue with singtels wifi,0.4,1
316,You mean router Check your telco Sometimes they have for free Cause mine using singtel have free,0.3,1
317,Singtel Dssh,0,1
318,Demo Theater ondemand presentations are now streaming@10ZiGTechnology@Apptio@AtlantixGlobal@Darktrace@DataTheorem@Datrium@Diamanticom@druvainc@fortanix@Lumigo@PrinterLogic@rafaysystemsinc@SCALEMP@SINGTEL@SUSE@xMattersincpictwittercomBWkHwIjpS4,0.1,1
319,Using singtels WiFi is like not having a WiFi at all fuck you singtel,-0.5,0
320,Singapore stocks to watch Monday Singtel CapitaLand Frasers Hospitality Sunpower pictwittercomPBlDpSBZ3Z,0.5,1
321,Hello You may do so by getting the registered subscriber to login to My Singtel App with their OnePass Account Launch My Singtel App Scroll down and click on your Fibre services  Click on Connectivity Test Yes start test Let us know once you have run the test ,-0.3,0
322,Wtf Singtel tv and wifi gone rip,-0.9,0
323,Fucking singtel u infuriate me so bloody much,-0.9,0
324,hey how do i run the connectivity test,0,1
325,Download A750GNDXU3BSE2 Official Android 9 pie for SMA750GN SMA750GN Singapore singtel  SIN ,0.3,1
326,I have decided to terminate the Singtel tv service thanks to your privileged mindset service If you can replace the stb tomorrow it will be good,0.5,1
327,i swear to god singtel data SUCKS LA,-0.9,0
328,Alright Do let us know the outcome of the test yeah ,0.3,1
329,Wtf Singtel You terminate my line already but still charged me every month I didnt even use it at all eh,-0.9,0
330,Hi You will also be able to get the hiTourist SIM Card from at our authorized mobile retailers 7Eleven Cheers or Travelex counters Singapore Changi Airport Terminal 1 2 3 and 4 ,0,1
331,How to progress when Unifi sucks like this The bottom one was Singtel pictwittercomalUyREbhH8,-0.6,0
