,has_media,hashtags,img_urls,is_replied,is_reply_to,likes,links,parent_tweet_id,replies,reply_to_users,retweets,screen_name,text,text_html,timestamp,timestamp_epochs,tweet_id,tweet_url,user_id,username,video_url,label
40,TRUE,[],['https://pbs.twimg.com/media/DSyao8pXUAATmCZ.jpg'],FALSE,FALSE,1,['https://steamcommunity.com/app/440/discussions/0/537402115094779289/?ctp=3'],,0,[],0,kaihendry,Was experiencing recurring disconnections on @steam's TF2. Not sure whether to blame @ViewQwest or @M1Singapore. Seems to be an ISP specific issue. https://steamcommunity.com/app/440/discussions/0/537402115094779289/?ctp=3 …pic.twitter.com/lwRKvE5JDP,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Was experiencing recurring disconnections on <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""36803580"" dir=""ltr"" href=""/Steam""><s>@</s><b>steam</b></a>'s TF2. Not sure whether to blame <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""442361278"" dir=""ltr"" href=""/ViewQwest""><s>@</s><b>ViewQwest</b></a> or <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1095247821647732738"" dir=""ltr"" href=""/M1Singapore""><s>@</s><b><strong>M1Singapore</strong></b></a>. Seems to be an ISP specific issue. <a class=""twitter-timeline-link"" data-expanded-url=""https://steamcommunity.com/app/440/discussions/0/537402115094779289/?ctp=3"" dir=""ltr"" href=""https://t.co/8MAP3x5Y85"" rel=""nofollow noopener"" target=""_blank"" title=""https://steamcommunity.com/app/440/discussions/0/537402115094779289/?ctp=3""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">steamcommunity.com/app/440/discus</span><span class=""invisible"">sions/0/537402115094779289/?ctp=3</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/lwRKvE5JDP"">pic.twitter.com/lwRKvE5JDP</a></p>",05-01-2018 15.38,1515166702,9.49E+17,/kaihendry/status/949304071223160833,14742294,Kai Hendry 🇸🇬,,0
44,FALSE,['M1'],[],TRUE,FALSE,0,[],,1,[],0,kengsengkhim,"@Singtel @M1Singapore or #M1, weekend service installation need extra $1xx for new fibre broadband subscriber! That's the reason I continue with @StarHub today!!! FREE!!!","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""16678443"" dir=""ltr"" href=""/Singtel""><s>@</s><b>Singtel</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1095247821647732738"" dir=""ltr"" href=""/M1Singapore""><s>@</s><b><strong>M1Singapore</strong></b></a> or <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/M1?src=hash""><s>#</s><b>M1</b></a>, weekend service installation need extra $1xx for new fibre broadband subscriber! That's the reason I continue with <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""253346744"" dir=""ltr"" href=""/StarHub""><s>@</s><b>StarHub</b></a> today!!! FREE!!!</p>",06-10-2018 14.55,1538837708,1.05E+18,/kengsengkhim/status/1048587467631165440,384833917,Keng Seng Khim,,0
45,FALSE,['M1'],[],FALSE,FALSE,0,[],,0,[],0,agentbeany,@M1SingaporeSG @M1Singapore #M1 pisses me off so much and it’s so bad they don’t even care to have an online social presence.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""3286262623"" dir=""ltr"" href=""/M1SingaporeSG""><s>@</s><b>M1SingaporeSG</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1095247821647732738"" dir=""ltr"" href=""/M1Singapore""><s>@</s><b><strong>M1Singapore</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/M1?src=hash""><s>#</s><b>M1</b></a> pisses me off so much and it’s so bad they don’t even care to have an online social presence.</p>",04-10-2018 4.44,1538628269,1.05E+18,/agentbeany/status/1047709017789718528,41985977,CyberMew,,0
48,FALSE,"['lag', 'slowtorespond', 'marketneeds']",[],FALSE,FALSE,0,[],,0,[],0,shartzie,@M1Singapore when will @Apple watch 3 with cellular be offered? Must you really wait and see to see how @Singtel and @StarHub performs? Wanna lose customers? #lag #slowtorespond #marketneeds,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1095247821647732738"" dir=""ltr"" href=""/M1Singapore""><s>@</s><b><strong>M1Singapore</strong></b></a> when will <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""380749300"" dir=""ltr"" href=""/Apple""><s>@</s><b>Apple</b></a> watch 3 with cellular be offered? Must you really wait and see to see how <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""16678443"" dir=""ltr"" href=""/Singtel""><s>@</s><b>Singtel</b></a> and <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""253346744"" dir=""ltr"" href=""/StarHub""><s>@</s><b>StarHub</b></a> performs? Wanna lose customers? <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/lag?src=hash""><s>#</s><b>lag</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/slowtorespond?src=hash""><s>#</s><b>slowtorespond</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/marketneeds?src=hash""><s>#</s><b>marketneeds</b></a></p>",27-02-2018 6.28,1519712939,9.68E+17,/shartzie/status/968372369780854784,40179190,SR,,0
50,FALSE,[],[],TRUE,TRUE,0,[],1.00E+18,1,"[{'screen_name': 'CirclesLifeSG', 'user_id': '706682780206280704'}]",0,HusKanch,"For how long? I say it again, I have no problem with network if I switch to another circle life sim card, the problem is with SIM card. I miss @M1Singapore. I hope people  planning to switch to CircleLife take a note of their services.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">For how long? I say it again, I have no problem with network if I switch to another circle life sim card, the problem is with SIM card. I miss <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1095247821647732738"" dir=""ltr"" href=""/M1Singapore""><s>@</s><b><strong>M1Singapore</strong></b></a>. I hope people  planning to switch to CircleLife take a note of their services.</p>",09-06-2018 5.05,1528520708,1.01E+18,/HusKanch/status/1005314830306164736,137506700,Hussain kanchwala,,0
51,FALSE,[],[],FALSE,FALSE,2,['https://twitter.com/limkaysiu/status/1004987632340930560'],,0,[],0,MingyuLin,Could you help please @M1_Singapore @M1Singapore @M1SingaporeSG ?https://twitter.com/limkaysiu/status/1004987632340930560 …,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">Could you help please <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""387441873"" dir=""ltr"" href=""/M1_Singapore""><s>@</s><b>M1_Singapore</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1095247821647732738"" dir=""ltr"" href=""/M1Singapore""><s>@</s><b><strong>M1Singapore</strong></b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""3286262623"" dir=""ltr"" href=""/M1SingaporeSG""><s>@</s><b>M1SingaporeSG</b></a> ?<a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/limkaysiu/status/1004987632340930560"" dir=""ltr"" href=""https://t.co/uFlUEPpdIP"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/limkaysiu/status/1004987632340930560""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/limkaysiu/stat</span><span class=""invisible"">us/1004987632340930560</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",08-06-2018 9.39,1528450749,1.01E+18,/MingyuLin/status/1005021402901221376,2240970260,Mingyu Lin,,1
54,FALSE,[],[],FALSE,FALSE,0,[],,0,[],0,aiweimj,@M1Singapore bro why you cut off my service :(,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1095247821647732738"" dir=""ltr"" href=""/M1Singapore""><s>@</s><b><strong>M1Singapore</strong></b></a> bro why you cut off my service :(</p>",19-12-2018 7.01,1545202874,1.08E+18,/aiweimj/status/1075284906236735488,4738375597,Ai Wei,,0
55,FALSE,[],[],FALSE,FALSE,0,[],,0,[],0,boyshawn89,There is certainly issue with 4g access provided by @M1Singapore. My reception is on 75% on my way from Clementi to Jurong East.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">There is certainly issue with 4g access provided by <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1095247821647732738"" dir=""ltr"" href=""/M1Singapore""><s>@</s><b><strong>M1Singapore</strong></b></a>. My reception is on 75% on my way from Clementi to Jurong East.</p>",12-12-2018 10.51,1544611864,1.07E+18,/boyshawn89/status/1072806034140409856,117599242,Francis Pang,,1
58,FALSE,[],[],FALSE,FALSE,0,[],,0,[],0,cnlow14,"@M1Singapore my home internet Speed has been dropped to 20mbps for the past 2 days, is there any issue with the connection ?","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1095247821647732738"" dir=""ltr"" href=""/M1Singapore""><s>@</s><b><strong>M1Singapore</strong></b></a> my home internet Speed has been dropped to 20mbps for the past 2 days, is there any issue with the connection ?</p>",22-06-2018 17.33,1529688826,1.01E+18,/cnlow14/status/1010214273878880261,82587056,Andy Low,,0
60,FALSE,[],[],FALSE,FALSE,0,[],,0,[],0,mudits89,@M1Singapore would like to speak with a senior official if not the CEO regarding my issue with your esteemed organisation.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1095247821647732738"" dir=""ltr"" href=""/M1Singapore""><s>@</s><b><strong>M1Singapore</strong></b></a> would like to speak with a senior official if not the CEO regarding my issue with your esteemed organisation.</p>",11-09-2018 12.37,1536669450,1.04E+18,/mudits89/status/1039493131748618240,2461410834,Mudit Singhania,,1
61,FALSE,"['mobilephone', 'Simcard']",[],TRUE,FALSE,0,['https://www.instagram.com/p/BnISxevFVAL/?utm_source=ig_share_sheet&igshid=14x9z69ijnuz8'],,1,[],0,arthurfoongwk,https://www.instagram.com/p/BnISxevFVAL/?utm_source=ig_share_sheet&igshid=14x9z69ijnuz8 … How about buying a #mobilephone #Simcard? @Singtel @StarHub @M1Singapore,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-timeline-link"" data-expanded-url=""https://www.instagram.com/p/BnISxevFVAL/?utm_source=ig_share_sheet&amp;igshid=14x9z69ijnuz8"" dir=""ltr"" href=""https://t.co/Pwkcg8h6NN"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.instagram.com/p/BnISxevFVAL/?utm_source=ig_share_sheet&amp;igshid=14x9z69ijnuz8""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">instagram.com/p/BnISxevFVAL/</span><span class=""invisible"">?utm_source=ig_share_sheet&amp;igshid=14x9z69ijnuz8</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a> How about buying a <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/mobilephone?src=hash""><s>#</s><b>mobilephone</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Simcard?src=hash""><s>#</s><b>Simcard</b></a>? <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""16678443"" dir=""ltr"" href=""/Singtel""><s>@</s><b>Singtel</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""253346744"" dir=""ltr"" href=""/StarHub""><s>@</s><b>StarHub</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1095247821647732738"" dir=""ltr"" href=""/M1Singapore""><s>@</s><b><strong>M1Singapore</strong></b></a></p>",01-09-2018 11.51,1535802719,1.04E+18,/arthurfoongwk/status/1035857800000241665,91404995,ArthurFoong,,0
62,TRUE,"['China', '5G', 'geopolitics', 'Hacker', 'cybersecurity']",['https://pbs.twimg.com/media/DluWNfZXcAAqgN7.jpg'],FALSE,FALSE,0,['https://buff.ly/2LvPBYw'],,0,[],0,CDOTrends,"@AusGov is afraid of #China building #5G. Why? Follow @CDOTrends to learn more. 

@Huawei @ZTEPress @Telstra @M1Singapore @Australian_Navy @CyberGovAU @DefenceScience @Aus_AirForce @communist_party #geopolitics #Hacker #cybersecurity
https://buff.ly/2LvPBYw pic.twitter.com/HJrQBM8VtH","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1240771852395413504"" dir=""ltr"" href=""/ausgov""><s>@</s><b>AusGov</b></a> is afraid of <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/China?src=hash""><s>#</s><b>China</b></a> building <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/5G?src=hash""><s>#</s><b>5G</b></a>. Why? Follow <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""972416712082571264"" dir=""ltr"" href=""/CDOTrends""><s>@</s><b>CDOTrends</b></a> to learn more. 

<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""98047213"" dir=""ltr"" href=""/Huawei""><s>@</s><b>Huawei</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""212693825"" dir=""ltr"" href=""/ZTEPress""><s>@</s><b>ZTEPress</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""61636429"" dir=""ltr"" href=""/Telstra""><s>@</s><b>Telstra</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1095247821647732738"" dir=""ltr"" href=""/M1Singapore""><s>@</s><b><strong>M1Singapore</strong></b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""63999908"" dir=""ltr"" href=""/Australian_Navy""><s>@</s><b>Australian_Navy</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""836716681179213824"" dir=""ltr"" href=""/CyberGovAU""><s>@</s><b>CyberGovAU</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""119573898"" dir=""ltr"" href=""/DefenceScience""><s>@</s><b>DefenceScience</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""3074384426"" dir=""ltr"" href=""/aus_airforce""><s>@</s><b>Aus_AirForce</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""19667156"" dir=""ltr"" href=""/communist_party""><s>@</s><b>communist_party</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/geopolitics?src=hash""><s>#</s><b>geopolitics</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Hacker?src=hash""><s>#</s><b>Hacker</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/cybersecurity?src=hash""><s>#</s><b>cybersecurity</b></a>
<a class=""twitter-timeline-link"" data-expanded-url=""https://buff.ly/2LvPBYw"" dir=""ltr"" href=""https://t.co/2N1A8kgePS"" rel=""nofollow noopener"" target=""_blank"" title=""https://buff.ly/2LvPBYw""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">buff.ly/2LvPBYw</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/HJrQBM8VtH"">pic.twitter.com/HJrQBM8VtH</a></p>",28-08-2018 23.37,1535499427,1.03E+18,/CDOTrends/status/1034585699658485760,9.72E+17,CDOTrends,,0
66,TRUE,[],['https://pbs.twimg.com/media/DoGB1D8VAAA0fRe.jpg'],FALSE,FALSE,0,['https://www.mobileworldlive.com/featured-content/top-three/axiata-likely-to-rebuff-930m-m1-offer/'],,0,[],1,mobileworldlive,.@axiatagroupbhd likely to rebuff $930M @M1Singapore offer https://www.mobileworldlive.com/featured-content/top-three/axiata-likely-to-rebuff-930m-m1-offer/ …pic.twitter.com/nTbWag3f7W,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">.<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""734995165455077377"" dir=""ltr"" href=""/axiatagroupbhd""><s>@</s><b>axiatagroupbhd</b></a> likely to rebuff $930M <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1095247821647732738"" dir=""ltr"" href=""/M1Singapore""><s>@</s><b><strong>M1Singapore</strong></b></a> offer <a class=""twitter-timeline-link"" data-expanded-url=""https://www.mobileworldlive.com/featured-content/top-three/axiata-likely-to-rebuff-930m-m1-offer/"" dir=""ltr"" href=""https://t.co/IZRbl2aQSu"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.mobileworldlive.com/featured-content/top-three/axiata-likely-to-rebuff-930m-m1-offer/""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">mobileworldlive.com/featured-conte</span><span class=""invisible"">nt/top-three/axiata-likely-to-rebuff-930m-m1-offer/</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/nTbWag3f7W"">pic.twitter.com/nTbWag3f7W</a></p>",27-09-2018 10.30,1538044221,1.05E+18,/mobileworldlive/status/1045259338779176962,23458031,Mobile World Live,,0
67,TRUE,['Malaysia'],['https://pbs.twimg.com/media/DoAqmH0XcAIXRFO.jpg'],FALSE,FALSE,0,['https://www.mobileworldlive.com/asia/asia-news/axiata-mulls-m1-options/'],,0,[],0,mobileworldlive,#Malaysia-based operator group @axiatagroupbhd mulls @M1Singapore options https://www.mobileworldlive.com/asia/asia-news/axiata-mulls-m1-options/ …pic.twitter.com/OzcDbZAw6L,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Malaysia?src=hash""><s>#</s><b>Malaysia</b></a>-based operator group <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""734995165455077377"" dir=""ltr"" href=""/axiatagroupbhd""><s>@</s><b>axiatagroupbhd</b></a> mulls <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1095247821647732738"" dir=""ltr"" href=""/M1Singapore""><s>@</s><b><strong>M1Singapore</strong></b></a> options <a class=""twitter-timeline-link"" data-expanded-url=""https://www.mobileworldlive.com/asia/asia-news/axiata-mulls-m1-options/"" dir=""ltr"" href=""https://t.co/8Bar83Gk3G"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.mobileworldlive.com/asia/asia-news/axiata-mulls-m1-options/""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">mobileworldlive.com/asia/asia-news</span><span class=""invisible"">/axiata-mulls-m1-options/</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/OzcDbZAw6L"">pic.twitter.com/OzcDbZAw6L</a></p>",26-09-2018 9.30,1537954244,1.04E+18,/mobileworldlive/status/1044881950014689282,23458031,Mobile World Live,,1
